"amt_New Deaths|Mitigated",date,dataKey,hospital_capacity,icu_capacity,"range_New Deaths|Mitigated",epi_week,"amt_Total Deaths|Mitigated","range_Total Deaths|Mitigated","amt_New Infectious|Mitigated","range_New Infectious|Mitigated","amt_Total Infectious|Mitigated","range_Total Infectious|Mitigated","amt_New Attack Rate|Mitigated","range_New Attack Rate|Mitigated","amt_Attack Rate|Mitigated","range_Attack Rate|Mitigated","amt_New Deaths per 10,000|Mitigated","range_New Deaths per 10,000|Mitigated","amt_Total Deaths per 10,000|Mitigated","range_Total Deaths per 10,000|Mitigated","amt_New Infectious per 10,000|Mitigated","range_New Infectious per 10,000|Mitigated","amt_Total Infectious per 10,000|Mitigated","range_Total Infectious per 10,000|Mitigated","amt_ICU beds needed|Mitigated","range_ICU beds needed|Mitigated","amt_Hospital beds needed|Mitigated","range_Hospital beds needed|Mitigated"
30.4257178887719,2020-03-30,"Hospital beds needed|Mitigated",8047,966,24.3614802724712|47.1752475100698,2020-14,155.883012026985,126.980314734624|274.7408581182,13142.7364597189,10983.0201570754|16597.3963446083,201898.18192762,168413.547443882|269160.828884244,0.00344917598804035,0.00288238066083523|0.00435581593766782,0.0529861009743358,0.0441984031015528|0.0706384907552525,0.0798491667869041,0.063934198974818|0.123806584298711,0.40909892979653,0.333246773895852|0.721029120274366,34.4917598804035,28.8238066083523|43.5581593766782,529.861009743358,441.984031015528|706.384907552525,346.283324333307,278.813370621659|478.368434963046,1416.53685602872,1162.07133605233|1941.81605290474
35.8344042601236,2020-03-31,"Hospital beds needed|Mitigated",8047,966,28.3441615270474|52.6853714451951,2020-14,191.717416287109,156.341424284043|325.334926790658,12843.5749118185,10723.9643189373|16251.5860017902,214741.756839439,179137.511762819|285412.414886034,0.00337066411718869,0.00281439412095395|0.00426506157045369,0.0563567650915246,0.0470127972225068|0.0749035523257061,0.0940437077914236,0.0743863362396906|0.138267337754744,0.503142637587954,0.410301985609534|0.853808049028783,33.7066411718869,28.1439412095395|42.6506157045369,563.567650915246,470.127972225068|749.035523257061,370.3115535275,296.441465327019|504.588259288199,1500.12119630066,1232.43590085619|2025.82340382078
41.3205174603129,2020-04-01,"Hospital beds needed|Mitigated",8047,966,32.3651609264669|57.9097831971794,2020-14,233.037933747422,190.484150071153|381.906064404177,12619.7560870531,10675.1675815325|15829.6332039248,227361.512926492,189846.451591072|300994.728095034,0.00331192516899336,0.00280158791918104|0.00415432439916941,0.0596686902605179,0.0498232483204337|0.078992970136322,0.108441447543537,0.0849390355340193|0.151978268976571,0.61158408513149,0.499906057266972|1.00227318037393,33.1192516899336,28.0158791918104|41.5432439916941,596.686902605179,498.232483204337|789.92970136322,392.209529215948,315.500178474618|541.570757217624,1572.02990013234,1302.45236441263|2106.61028077568
46.1576308035736,2020-04-02,"Hospital beds needed|Mitigated",8047,966,37.0250799594841|64.1842654881364,2020-14,279.195564550996,227.690474476812|441.646867528563,12354.0269007186,10468.1864825319|15279.6702836519,239715.53982721,200314.638073604|316204.129896905,0.0032421872775249,0.00274726785890751|0.00400999228806519,0.0629108775380427,0.0525705161793412|0.0829845211841768,0.121135953932019,0.0971685136827722|0.168445002309985,0.73272003906351,0.597550228354599|1.15905677279733,32.421872775249,27.4726785890751|40.0999228806519,629.108775380427,525.705161793412|829.845211841768,412.42625247466,329.289549994343|560.271653280592,1637.24292458229,1349.9881930505|2184.57395063308
50.7620524836721,2020-04-03,"Hospital beds needed|Mitigated",8047,966,40.341184490355|69.3402100890933,2020-14,329.957617034667,269.752494889424|508.330829497475,12081.4840345632,10208.6155911581|14940.078542555,251797.023861773,210523.253664762|331140.732479094,0.00317066120587794,0.00267914614860277|0.00392086992890366,0.0660815387439207,0.055249662327944|0.0869044788830387,0.133219784986901,0.105871288905244|0.181976248536973,0.86593982405041,0.707937674120022|1.33406197138402,31.7066120587794,26.7914614860277|39.2086992890366,660.815387439207,552.49662327944|869.044788830387,430.028990174962,342.985380770626|582.06700480567,1691.955237124,1397.52715198994|2245.01565566046
54.9793738190773,2020-04-04,"Hospital beds needed|Mitigated",8047,966,44.5764378961578|75.2377458784686,2020-14,384.936990853745,315.614666112402|575.916674908969,11819.1879060742,10097.2758621881|14635.0573063943,263616.211767848,220640.097486893|345775.789785488,0.00310182428512607,0.00264992618205657|0.00384082024314513,0.0691833630290467,0.0579047239197972|0.0907452991261838,0.144287711007112,0.11698627579959|0.197453724552464,1.01022753505752,0.828298224775904|1.51143407029144,31.0182428512607,26.4992618205657|38.4082024314513,691.833630290467,579.047239197972|907.452991261838,446.156055453875,351.115895738423|597.051981879832,1739.15968034958,1422.51908873097|2312.27851570554
58.9185856628205,2020-04-05,"Hospital beds needed|Mitigated",8047,966,47.9206301414784|80.7744697431416,2020-15,443.855576516565,363.535296253881|649.00704130554,11531.5487368013,9781.35938449858|14141.3160757512,275147.760504649,230421.456871392|359917.105861239,0.00302633634401758,0.00256701715223523|0.00371124293614676,0.0722096993730643,0.0604717410720324|0.0944565420623306,0.154625767274836,0.125762764339326|0.211984286787331,1.16485330233236,0.954060989115231|1.70325221828884,30.2633634401758,25.6701715223523|37.1124293614676,722.096993730643,604.717410720324|944.565420623306,460.676046783348,366.800203923295|618.201864993791,1777.21474731611,1469.04905016019|2354.95094002045
62.1940663840709,2020-04-06,"Hospital beds needed|Mitigated",8047,966,50.9077487255876|83.5033326414826,2020-15,506.049642900636,414.711877143039|726.363322286626,11268.7450548304,9613.02045175914|13684.9258466196,286416.50555948,240091.860381002|373554.564189142,0.00295736622107546,0.00252283833099531|0.00359146801527531,0.0751670655941398,0.0630096389962766|0.0980355527156044,0.163221929487821,0.133602149786426|0.219145906753203,1.32807523182018,1.0883686612609|1.90626582029009,29.5736622107546,25.2283833099531|35.9146801527531,751.670655941398,630.096389962766|980.355527156044,473.192882020045,381.332597576794|639.450390772492,1810.14487715338,1492.08054224894|2397.59145834695
65.3064225066858,2020-04-07,"Hospital beds needed|Mitigated",8047,966,52.6175214051438|89.2192672592434,2020-15,571.356065407322,470.167758276694|805.154235106549,10995.7232293017,9347.68915722123|13309.7022720859,297412.228788781,249534.650540063|386859.050717014,0.0028857144514679,0.00245320486213586|0.00349299444796345,0.0780527800456077,0.0654878021380668|0.101527178345152,0.171389987971878,0.138089272304181|0.234146789174618,1.49946521979206,1.23390691669809|2.11304446597562,28.857144514679,24.5320486213586|34.9299444796345,780.527800456077,654.878021380668|1015.27178345152,483.345022447718,385.724539809328|651.832513150535,1833.01764302998,1516.12982362019|2400.59809540515
68.040632987886,2020-04-08,"Hospital beds needed|Mitigated",8047,966,55.1671293380595|90.5281416037251,2020-15,639.396698395208,525.334887614754|886.647362841492,10711.3642020861,9177.17040622186|12960.8724234833,308123.592990867,258711.820946285|399819.923140497,0.00281108734990038,0.00240845397001683|0.00340144764251698,0.0808638673955081,0.0678962561080836|0.104928625987669,0.178565642118873,0.144780456052773|0.237581795251309,1.67803086191093,1.37868737275087|2.32691479673601,28.1108734990038,24.0845397001683|34.0144764251698,808.63867395508,678.962561080836|1049.28625987669,492.6062155745,395.11533688678|663.105316813167,1851.6835609207,1524.68536089497|2421.55130146891
70.4366755270446,2020-04-09,"Hospital beds needed|Mitigated",8047,966,57.2229526615891|93.6427811650289,2020-15,709.833373922252,582.557840276343|968.224984086937,10429.7785839012,8882.96149945674|12593.6305655689,318553.371574768,267620.872045608|412413.553706066,0.00273718810100365,0.00233124186888462|0.00330506879462607,0.0836010554965117,0.0702343449240763|0.108233694782295,0.184853809288411,0.150175752888333|0.245755846385315,1.86288467119934,1.5288631256392|2.54100687202309,27.3718810100365,23.3124186888462|33.0506879462607,836.010554965117,702.343449240763|1082.33694782295,500.368297708118,396.29465214791|667.844066090684,1864.90341079409,1539.9806156149|2427.25810913262
72.4779238518499,2020-04-10,"Hospital beds needed|Mitigated",8047,966,58.8752403662124|95.5927069709363,2020-15,782.311297774102,641.433080642555|1051.46986885789,10168.4175558254,8667.84541351621|12142.8479380837,328721.789130594,276477.599166046|424556.40164415,0.00266859658773613,0.00227478686497114|0.00318676553112285,0.0862696520842479,0.0725587018500535|0.111420460313418,0.19021085553911,0.154512012002702|0.250873226079269,2.05309552673845,1.6833751376419|2.75947450892594,26.6859658773613,22.7478686497114|31.8676553112285,862.696520842479,725.587018500535|1114.20460313418,506.813971816247,395.550674257208|673.680742228303,1873.29283265455,1535.99100335013|2408.86463023692
74.1459261300316,2020-04-11,"Hospital beds needed|Mitigated",8047,966,60.773150653748|98.1338616038117,2020-15,856.457223904135,702.941818256583|1148.34486051776,9894.70256726466,8454.00531317297|11949.5745025017,338616.491697858,284996.649299058|436505.976146651,0.00259676290462119,0.00221866673035194|0.00313604290610645,0.088866414988869,0.0747944389242735|0.114556503219524,0.194588355935267,0.159492882319387|0.257542225011474,2.24768388267372,1.84479849227068|3.0137129592661,25.9676290462119,22.1866673035194|31.3604290610645,888.66414988869,747.944389242735|1145.56503219524,511.428905119952,404.51439832913|669.218045884556,1878.13343125169,1539.82042403058|2383.2095368847
75.4483502470365,2020-04-12,"Hospital beds needed|Mitigated",8047,966,62.5922718726081|99.8332531685412,2020-16,931.905574151171,766.586943059989|1245.4565346185,9615.87532654357,8093.15541714093|11489.3374611838,348232.367024402,293284.46544988|447995.313607835,0.00252358756351515,0.00212396538710465|0.00301525842894785,0.0913900025523842,0.07696949101851|0.117571761648472,0.198006434053463,0.164266978830154|0.262002103361244,2.44569031672718,2.01182857531355|3.26857255832548,25.2358756351515,21.2396538710465|30.1525842894785,913.900025523842,769.6949101851|1175.71761648472,514.155822143443,406.551335811291|677.946990035891,1876.59886433672,1526.57783172873|2386.256905777
76.7816568799098,2020-04-13,"Hospital beds needed|Mitigated",8047,966,62.6661344459213|99.5439580076073,2020-16,1008.68723103108,830.372803491306|1342.90138255821,9333.7450361385,7957.25164788881|11204.411104128,357566.112060541,301490.694365107|459199.724711963,0.00244954537099714,0.00208829884087013|0.00294048243749975,0.0938395479233813,0.0791231313820305|0.120512244085972,0.201505560157753,0.164460823555769|0.261242877970392,2.64719587688493,2.17922800453477|3.52430653785249,24.4954537099714,20.8829884087013|29.4048243749975,938.395479233813,791.231313820305|1205.12244085972,516.408034650604,413.857800799537|679.939964680844,1871.04007650251,1536.23861851816|2369.28704720427
77.5024785273159,2020-04-14,"Hospital beds needed|Mitigated",8047,966,63.0930162374471|102.061129953983,2020-16,1086.1897095584,893.465819728753|1444.96251251219,9083.96002425078,7534.86481829429|10895.2755813112,366650.072084791,309392.297177011|470095.000293274,0.00238399186409878,0.00197744776242333|0.00285935299953088,0.0962235397874801,0.081196825758341|0.123371597085503,0.203397282422377,0.165581130905441|0.267848936808912,2.85059315930731,2.34480913544021|3.7921554746614,23.8399186409878,19.7744776242333|28.5935299953088,962.235397874801,811.96825758341|1233.71597085503,517.24761111967,415.447007032313|690.698678569073,1861.65280587792,1523.77987490743|2369.65169466677
77.9467859120192,2020-04-15,"Hospital beds needed|Mitigated",8047,966,64.7607256432639|102.256572956105,2020-16,1164.13649547042,959.120570619823|1544.87358414581,8812.62972756418,7400.97772453202|10414.8738655207,375462.701812356,317030.125086795|480509.874158795,0.00231278401883553,0.00194231047192613|0.00273327651098556,0.0985363238063157,0.083201295124972|0.126104873596488,0.204563321448819,0.169957862688203|0.268361856863283,3.05515648075613,2.5171132754253|4.05436180457926,23.1278401883553,19.4231047192613|27.3327651098556,985.363238063157,832.01295124972|1261.04873596488,517.668581425997,423.626182687655|679.006594404717,1853.17854507131,1511.74718632328|2338.0636200871
78.6551379607127,2020-04-16,"Hospital beds needed|Mitigated",8047,966,64.636189155568|100.41645294534,2020-16,1242.79163343113,1024.1610103466|1643.85280008173,8564.15582817446,7071.8884733546|10177.1455971403,384026.85764053,324387.678484478|490553.794018578,0.00224757459992521,0.00185594438320768|0.00267088717239619,0.100783898406241,0.0851322093290111|0.128740797044572,0.206422318534335,0.169631029486981|0.263532651183253,3.26157879929047,2.68780521895225|4.31412257507603,22.4757459992521,18.5594438320768|26.7088717239619,1007.83898406241,851.322093290111|1287.40797044572,517.12401539848,422.850923260886|672.217656388305,1838.53160022472,1501.0266688201|2304.32329965202
78.6574051660412,2020-04-17,"Hospital beds needed|Mitigated",8047,966,65.9293741316533|100.009371140495,2020-16,1321.44903859717,1090.84690093479|1743.5827937538,8280.93110598551,6768.26933592844|9814.74561067968,392307.788746516,331644.682537079|500368.539629258,0.00217324518504365,0.001776262663839|0.00257577902386128,0.102957143591285,0.0870367353917577|0.131316576068434,0.206428268581498,0.173024860430239|0.262464306861853,3.46800706787196,2.86281547900184|4.57585368451082,21.7324518504365,17.76262663839|25.7577902386128,1029.57143591285,870.367353917577|1313.16576068434,515.380777733143,422.946247066082|666.989395383009,1818.76609424359,1497.38939544001|2285.15794234508
78.5761387710513,2020-04-18,"Hospital beds needed|Mitigated",8047,966,65.5820694306643|101.786148201519,2020-16,1400.02517736822,1158.20977872642|1845.36894195532,8043.86429481352,6628.25605489377|9533.68997411422,400351.653041329,338737.270517517|509876.852818934,0.0021110294390944,0.0017395176185106|0.0025020188631888,0.105068173030379,0.088898112147669|0.133811935055591,0.206214993287504,0.172113394968798|0.267127275486209,3.67422206115947,3.039602422327|4.84298095999703,21.110294390944,17.395176185106|25.020188631888,1050.68173030379,888.98112147669|1338.11935055591,512.970166951561,419.484484683173|658.852924291787,1798.33959504759,1483.67598207383|2263.01650129453
78.54243869917,2020-04-19,"Hospital beds needed|Mitigated",8047,966,64.7885025683319|100.758254849186,2020-17,1478.56761606739,1222.99828129475|1943.71814635625,7789.64671086639,6326.6468572382|9403.56587097202,408141.299752196,345495.856468877|519102.13334563,0.00204431264925573,0.001660363387159|0.00246786913087095,0.107112485679635,0.0906718335068384|0.13623301503183,0.206126550915488,0.170030760370706|0.264429675119648,3.88034861207495,3.2096331826977|5.10108833002779,20.4431264925573,16.60363387159|24.6786913087095,1071.12485679635,906.718335068384|1362.3301503183,510.028148905302,417.23556227863|658.250217330041,1776.67551401659,1469.57899227441|2249.85309825933
78.3368367886691,2020-04-20,"Hospital beds needed|Mitigated",8047,966,65.3113998787626|99.5962777496,2020-17,1556.90445285606,1289.43482985235|2041.83039138624,7560.79250168207,6137.86619545157|9182.57849806682,415702.092253878,352123.263537445|527864.437005204,0.00198425221621732,0.00161081984440925|0.00240987326808995,0.109096737895852,0.0924111283176213|0.138532591491813,0.205586969851097,0.171403050572885|0.26138018575126,4.08593558192605,3.38398907023717|5.35857382456492,19.8425221621732,16.1081984440925|24.0987326808995,1090.96737895852,924.111283176212|1385.32591491813,506.144001638997,409.132964871956|651.938908640851,1754.03210440966,1442.82269170996|2226.66923216211
78.0277900895789,2020-04-21,"Hospital beds needed|Mitigated",8047,966,65.4540548842316|97.5008009235962,2020-17,1634.93224294564,1356.49613956684|2138.52118720419,7313.41026987395,6012.09755616699|9054.8304310294,423015.502523751,358414.251582924|536533.360870798,0.00191932929423409,0.00157781315877735|0.00237634710200616,0.111016067190086,0.0940621334164465|0.140807661385438,0.204775908580141,0.1717774339602|0.255880822377506,4.29071149050619,3.55998457916538|5.61232887186571,19.1932929423409,15.7781315877735|23.7634710200616,1110.16067190086,940.621334164465|1408.07661385438,501.17130581978,407.986909118095|647.529802276094,1727.9707264878,1419.82953131302|2184.95210574525
77.284492464068,2020-04-22,"Hospital beds needed|Mitigated",8047,966,64.4386942722649|98.7589617627338,2020-17,1712.21673540971,1423.09334597293|2232.53166998905,7071.63592060654,5722.64244739944|8591.42772221987,430087.138444357,364652.863049782|544755.130487759,0.00185587810333689,0.00150184864302855|0.00225473182797875,0.112871945293423,0.0956993928209968|0.142965380246265,0.202825200423025,0.169112724481522|0.259182736076184,4.49353669092921,3.73476209670174|5.85904971332779,18.5587810333689,15.0184864302855|22.5473182797875,1128.71945293423,956.993928209968|1429.65380246265,495.853055552142,405.329982187661|635.451705931974,1700.82199708009,1394.96653781327|2125.57507364656
76.2224671971168,2020-04-23,"Hospital beds needed|Mitigated",8047,966,64.5088803208317|97.3484642970924,2020-17,1788.43920260682,1488.64923950909|2324.86293577624,6861.59603564848,5480.98429918999|8489.12511008293,436948.734480006,370628.589231108|552925.063611988,0.00180075529615374,0.00143842794790368|0.00222788355978301,0.114672700589577,0.0972676606865896|0.145109495152804,0.200038024357609,0.169296920546135|0.255481030571708,4.69357471528682,3.90680679572806|6.10136362251603,18.0075529615374,14.3842794790368|22.2788355978301,1146.72700589577,972.676606865896|1451.09495152804,489.856614747713,399.117775432031|624.193011905058,1671.20059041422,1367.30985864027|2071.30499379886
75.586267336037,2020-04-24,"Hospital beds needed|Mitigated",8047,966,63.5158524897237|96.1062326203824,2020-17,1864.02546994286,1554.21194450478|2420.96916839662,6643.85098017455,5237.06188253771|8216.9255127308,443592.585460181,376516.597800911|560718.410856972,0.00174361034622972,0.00137441301881791|0.00215644757550236,0.116416310935806,0.098812907967366|0.147154778969172,0.198368383266382,0.166690821153507|0.252220921321231,4.89194309855321,4.07886937072925|6.35358454383726,17.4361034622972,13.7441301881791|21.5644757550236,1164.16310935806,988.12907967366|1471.54778969172,482.683127188181,395.968545200092|619.206942261849,1639.61285641277,1364.39209647651|2031.42178993881
75.1190230775367,2020-04-25,"Hospital beds needed|Mitigated",8047,966,63.8522278683223|95.2900245028965,2020-17,1939.1444930204,1618.5655400395|2511.76908595806,6417.72940554352,5099.07233656496|8072.52619339261,450010.314865724,382145.678358231|568174.420284577,0.00168426706501993,0.0013381990819389|0.00211855145953921,0.118100578000826,0.100290202254789|0.149111531945473,0.197142148774115,0.167573603732604|0.250078867078034,5.08908524732733,4.24775876232795|6.59187958713273,16.8426706501993,13.381990819389|21.1855145953921,1181.00578000826,1002.90202254789|1491.11531945473,476.318143032006,393.884955610749|604.726318461912,1609.89208465728,1341.81994839433|1986.02488052852
73.6741725473692,2020-04-26,"Hospital beds needed|Mitigated",8047,966,61.4926348587359|93.2922734532549,2020-18,2012.81866556776,1682.09986512669|2603.13462880667,6215.19716416577,4929.10214544969|7963.36445025319,456225.51202989,387628.963088553|575394.099903877,0.00163111456166531,0.00129359215371856|0.0020899030829699,0.119731692562492,0.10172923392718|0.151006262594646,0.193350287185598,0.161381094603963|0.244835974951554,5.28243553451292,4.41449806291329|6.83165905581001,16.3111456166531,12.9359215371856|20.899030829699,1197.31692562492,1017.2923392718|1510.06262594646,470.530182848577,383.628971664021|593.934721930442,1578.24070877389,1315.02963924656|1939.74092056693
72.5224525089649,2020-04-27,"Hospital beds needed|Mitigated",8047,966,60.7336390284626|91.2826211768993,2020-18,2085.34111807673,1746.67783072945|2692.86119489146,6000.58164320064,4673.55048821122|7570.60248971011,462226.093673091,392896.569354767|582347.141144045,0.00157479092588044,0.00122652525006784|0.00198682674666255,0.121306483488372,0.103111663005292|0.152831016744054,0.190327716419164,0.159389188123281|0.239561849279811,5.47276325093208,4.58397629067524|7.06713719856779,15.7479092588044,12.2652525006784|19.8682674666255,1213.06483488372,1031.11663005292|1528.31016744054,462.827385482589,369.350168278881|588.988829499841,1545.72476826088,1288.17435981386|1910.97394881675
71.6388820615489,2020-04-28,"Hospital beds needed|Mitigated",8047,966,58.7891972979186|90.3610768876556,2020-18,2156.98000013828,1807.77889545458|2781.06106436444,5807.54278592378,4473.67293821938|7455.06307340154,468033.636459015,398057.406696589|589086.804999309,0.0015241298635272,0.00117406944315935|0.00195650461537543,0.122830613351899,0.1044660716775|0.15459977219375,0.188008876670448,0.154286200820985|0.237143351089485,5.66077212760253,4.74432974974332|7.29860868311511,15.241298635272,11.7406944315935|19.5650461537543,1228.30613351899,1044.660716775|1545.9977219375,454.727534855258,364.451718038133|579.843830467897,1511.31381075763,1254.45187499594|1863.18274699173
70.3930088499359,2020-04-29,"Hospital beds needed|Mitigated",8047,966,58.0815319229957|87.4640002426237,2020-18,2227.37300898822,1870.14718834279|2866.77746469565,5622.28161796614,4360.5737630177|7175.73650058856,473655.918076981,402924.477295777|595522.481151479,0.00147550997572877,0.00114438772804862|0.00188319822969837,0.124306123327628,0.105743384290004|0.156288749197808,0.184739210586213,0.152429005840144|0.229540271449121,5.84551133818875,4.90800891876904|7.52356255836765,14.7550997572877,11.4438772804862|18.8319822969837,1243.06123327628,1057.43384290004|1562.88749197808,446.779519797915,362.959264571433|559.948997998861,1478.08793463496,1230.4672955529|1829.81460097129
